# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P03220	uniprotkb:Q6QCN0	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	uniprotkb:Q3YB84|intact:MINT-2826207|intact:EBI-7923593|uniprotkb:Q6QCN0	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:q6qcn0_hhv3(display_short)|uniprotkb:ORF 25(gene name synonym)|uniprotkb:HHV3M2gp27(orf name)|uniprotkb:HHV3_gp27(orf name)|uniprotkb:HHV3gp27(orf name)|uniprotkb:ORF25(gene name)	psi-mi:"MI:0729"(luminescence based mammalian interactome mapping)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10335(hhv3)|taxid:10335("Human herpesvirus 3 (HHV-3)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9647116|imex:IM-22949-753	intact-miscore:0.4
uniprotkb:P03190	uniprotkb:K9USF9	uniprotkb:P03190|intact:EBI-9646342|uniprotkb:Q777G1	intact:EBI-9645143|uniprotkb:K9USF9	psi-mi:rir1_ebvb9(display_short)|psi-mi:Ribonucleoside-diphosphate reductase large subunit(display_long)|uniprotkb:RIR1(gene name)|uniprotkb:BORF2(orf name)|uniprotkb:Ribonucleotide reductase large subunit(gene name synonym)	psi-mi:k9usf9_ebvg(display_short)|uniprotkb:BSLF2(gene name synonym)|uniprotkb:BMLF1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646365|imex:IM-22949-688	intact-miscore:0.4
uniprotkb:P0CW72	uniprotkb:P0CW72	uniprotkb:Q777A5|intact:EBI-2620133|uniprotkb:P0CW72	uniprotkb:Q777A5|intact:EBI-2620133|uniprotkb:P0CW72	psi-mi:barf1_ebvg(display_short)|psi-mi:Secreted protein BARF1(display_long)|uniprotkb:33 kDa early protein(gene name synonym)|uniprotkb:p33(gene name synonym)|uniprotkb:BARF1(gene name)	psi-mi:barf1_ebvg(display_short)|psi-mi:Secreted protein BARF1(display_long)|uniprotkb:33 kDa early protein(gene name synonym)|uniprotkb:p33(gene name synonym)|uniprotkb:BARF1(gene name)	psi-mi:"MI:0096"(pull down)	Calderwood MA. et al.(2007)	intact:EBI-2620953|mint:MINT-6769080|pubmed:17446270|imex:IM-20435	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2620141|imex:IM-20435-1	intact-miscore:0.51
uniprotkb:P03185	uniprotkb:P0CK47	uniprotkb:Q777G7|intact:EBI-2620196|uniprotkb:P03185	uniprotkb:P03183|uniprotkb:Q777G9|intact:EBI-2620189|uniprotkb:P0CK47	psi-mi:nec2_ebvb9(display_short)|psi-mi:Nuclear egress protein 2(display_long)|uniprotkb:BFRF1(orf name)|uniprotkb:NEC2(gene name)|IntAct:BFRF1(author assigned name)	psi-mi:nec1_ebvb9(display_short)|psi-mi:Nuclear egress protein 1(display_long)|uniprotkb:BFLF2(orf name)|uniprotkb:NEC1(gene name)|IntAct:BFLF2(author assigned name)	psi-mi:"MI:0096"(pull down)	Calderwood MA. et al.(2007)	intact:EBI-2620953|mint:MINT-6769080|pubmed:17446270|imex:IM-20435	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2621663|imex:IM-20435-47	intact-miscore:0.51
uniprotkb:K9US31	uniprotkb:P0CAP6	uniprotkb:K9US31|intact:EBI-9645321	uniprotkb:Q777G0|uniprotkb:P03175|intact:EBI-9645081|uniprotkb:P0CAP6	psi-mi:k9us31_ebvg(display_short)|psi-mi:Packaging protein UL32(display_long)|uniprotkb:BFLF1(gene name)	psi-mi:rir2_ebvb9(display_short)|psi-mi:Ribonucleoside-diphosphate reductase small subunit(display_long)|uniprotkb:Ribonucleotide reductase small subunit(gene name synonym)|uniprotkb:BARF1(orf name)|uniprotkb:RIR2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646163|imex:IM-22949-670	intact-miscore:0.4
uniprotkb:P14348	uniprotkb:K9USV8	intact:EBI-9645437|uniprotkb:Q777G5|intact:EBI-2620158|uniprotkb:P14348	uniprotkb:K9USV8|intact:EBI-9645003	psi-mi:scp_ebvb9(display_short)|psi-mi:Small capsomere-interacting protein(display_long)|uniprotkb:BFRF3(orf name)|uniprotkb:SCP(gene name)	psi-mi:k9usv8_ebvg(display_short)|uniprotkb:BOLF1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646185|imex:IM-22949-672	intact-miscore:0.4
uniprotkb:P0CK55	uniprotkb:F8RFZ7	uniprotkb:P03221|uniprotkb:Q777C8|intact:EBI-9644810|uniprotkb:P0CK55	uniprotkb:F8RFZ7|intact:EBI-9641855	psi-mi:cep2_ebvg(display_short)|psi-mi:Cytoplasmic envelopment protein 2(display_long)|uniprotkb:Tegument protein BGLF2(gene name synonym)|uniprotkb:BGLF2(orf name)	psi-mi:f8rfz7_hhv1(display_short)|psi-mi:Cytoplasmic envelopment protein 3(display_long)|uniprotkb:UL11(gene name)	psi-mi:"MI:0729"(luminescence based mammalian interactome mapping)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10298(hhv1)|taxid:10298(Human herpesvirus 1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646780|imex:IM-22949-724	intact-miscore:0.4
uniprotkb:P14348	uniprotkb:P0C703	intact:EBI-9645437|uniprotkb:Q777G5|intact:EBI-2620158|uniprotkb:P14348	uniprotkb:P0C703|intact:EBI-9645180|uniprotkb:Q3KSQ5	psi-mi:scp_ebvb9(display_short)|psi-mi:Small capsomere-interacting protein(display_long)|uniprotkb:BFRF3(orf name)|uniprotkb:SCP(gene name)	psi-mi:mcp_ebva8(display_short)|psi-mi:Major capsid protein(display_long)|uniprotkb:MCP(gene name)|uniprotkb:BcLF1(orf name)	psi-mi:"MI:0729"(luminescence based mammalian interactome mapping)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:82830(ebva8)|taxid:82830("Epstein-Barr virus (strain AG876) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646840|imex:IM-22949-729	intact-miscore:0.52
uniprotkb:P0CW72	uniprotkb:P14348	uniprotkb:Q777A5|intact:EBI-2620133|uniprotkb:P0CW72	intact:EBI-9645437|uniprotkb:Q777G5|intact:EBI-2620158|uniprotkb:P14348	psi-mi:barf1_ebvg(display_short)|psi-mi:Secreted protein BARF1(display_long)|uniprotkb:33 kDa early protein(gene name synonym)|uniprotkb:p33(gene name synonym)|uniprotkb:BARF1(gene name)	psi-mi:scp_ebvb9(display_short)|psi-mi:Small capsomere-interacting protein(display_long)|uniprotkb:BFRF3(orf name)|uniprotkb:SCP(gene name)	psi-mi:"MI:0096"(pull down)	Calderwood MA. et al.(2007)	intact:EBI-2620953|mint:MINT-6769080|pubmed:17446270|imex:IM-20435	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2620165|imex:IM-20435-2	intact-miscore:0.4
uniprotkb:Q66542	uniprotkb:P0C701	uniprotkb:Q66542|intact:EBI-2621061	uniprotkb:P0C701|intact:EBI-2621366|uniprotkb:Q777G0	psi-mi:q66542_ebvg(display_short)|uniprotkb:BNRF1(gene name)|IntAct:BNRF1(author assigned name)	psi-mi:rir2_ebvg(display_short)|psi-mi:Ribonucleoside-diphosphate reductase small subunit(display_long)|uniprotkb:RIR2(gene name)|uniprotkb:BARF1(orf name)|uniprotkb:Ribonucleotide reductase small subunit(gene name synonym)|IntAct:BaRF1(author assigned name)	psi-mi:"MI:0096"(pull down)	Calderwood MA. et al.(2007)	intact:EBI-2620953|mint:MINT-6769080|pubmed:17446270|imex:IM-20435	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2621823|imex:IM-20435-55	intact-miscore:0.51
uniprotkb:A8CSJ8	uniprotkb:Q3KSS3	uniprotkb:A8CSJ8|intact:EBI-2621399	uniprotkb:Q3KSS3|intact:EBI-2621403	psi-mi:a8csj8_ebvg(display_short)|psi-mi:Latent membrane protein 1(display_long)|uniprotkb:LMP1(gene name)|uniprotkb:Protein p63(gene name synonym)|IntAct:LMP1(author assigned name)	psi-mi:gl_ebvg(display_short)|psi-mi:Envelope glycoprotein L(display_long)|uniprotkb:gL(gene name)|uniprotkb:BKRF2(orf name)|IntAct:BKRF2(author assigned name)	psi-mi:"MI:0096"(pull down)	Calderwood MA. et al.(2007)	intact:EBI-2620953|mint:MINT-6769080|pubmed:17446270|imex:IM-20435	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2621860|imex:IM-20435-57	intact-miscore:0.51
uniprotkb:P0C703	uniprotkb:P14348	uniprotkb:P0C703|intact:EBI-9645180|uniprotkb:Q3KSQ5	intact:EBI-9645437|uniprotkb:Q777G5|intact:EBI-2620158|uniprotkb:P14348	psi-mi:mcp_ebva8(display_short)|psi-mi:Major capsid protein(display_long)|uniprotkb:MCP(gene name)|uniprotkb:BcLF1(orf name)	psi-mi:scp_ebvb9(display_short)|psi-mi:Small capsomere-interacting protein(display_long)|uniprotkb:BFRF3(orf name)|uniprotkb:SCP(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:82830(ebva8)|taxid:82830("Epstein-Barr virus (strain AG876) (HHV-4)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646089|imex:IM-22949-664	intact-miscore:0.52
uniprotkb:R4QWK8	uniprotkb:P03195	uniprotkb:R4QWK8|intact:EBI-50432428|uniprotkb:Q1HVH7|uniprotkb:I1YP09	uniprotkb:P03195|intact:EBI-9646125|uniprotkb:Q777F3	psi-mi:r4qwk8_ebvg(display_short)|uniprotkb:BORF1(gene name)|uniprotkb:HHV4_BORF1(orf name)|uniprotkb:HHV4-K4123Mi_BORF1(orf name)	psi-mi:dut_ebvb9(display_short)|psi-mi:Deoxyuridine 5'-triphosphate nucleotidohydrolase(display_long)|uniprotkb:DUT(gene name)|uniprotkb:BLLF3(orf name)|uniprotkb:dUTP pyrophosphatase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646122|imex:IM-22949-667	intact-miscore:0.4
uniprotkb:P03182	intact:EBI-11721797	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	-	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:ldlr(display_short)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P14348	uniprotkb:P03219	intact:EBI-9645437|uniprotkb:Q777G5|intact:EBI-2620158|uniprotkb:P14348	uniprotkb:Q777C9|intact:EBI-9644804|uniprotkb:P03219	psi-mi:scp_ebvb9(display_short)|psi-mi:Small capsomere-interacting protein(display_long)|uniprotkb:BFRF3(orf name)|uniprotkb:SCP(gene name)	psi-mi:trm3_ebvb9(display_short)|psi-mi:Tripartite terminase subunit 3(display_long)|uniprotkb:Terminase large subunit(gene name synonym)|uniprotkb:BGRF1/BDRF1(orf name)|uniprotkb:TRM3(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646100|imex:IM-22949-665	intact-miscore:0.4
uniprotkb:P03219	uniprotkb:P03195	uniprotkb:Q777C9|intact:EBI-9644804|uniprotkb:P03219	uniprotkb:P03195|intact:EBI-9646125|uniprotkb:Q777F3	psi-mi:trm3_ebvb9(display_short)|psi-mi:Tripartite terminase subunit 3(display_long)|uniprotkb:Terminase large subunit(gene name synonym)|uniprotkb:BGRF1/BDRF1(orf name)|uniprotkb:TRM3(gene name)	psi-mi:dut_ebvb9(display_short)|psi-mi:Deoxyuridine 5'-triphosphate nucleotidohydrolase(display_long)|uniprotkb:DUT(gene name)|uniprotkb:BLLF3(orf name)|uniprotkb:dUTP pyrophosphatase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646317|imex:IM-22949-684	intact-miscore:0.4
uniprotkb:P0CAP6	uniprotkb:P0CAP6	uniprotkb:Q777G0|uniprotkb:P03175|intact:EBI-9645081|uniprotkb:P0CAP6	uniprotkb:Q777G0|uniprotkb:P03175|intact:EBI-9645081|uniprotkb:P0CAP6	psi-mi:rir2_ebvb9(display_short)|psi-mi:Ribonucleoside-diphosphate reductase small subunit(display_long)|uniprotkb:Ribonucleotide reductase small subunit(gene name synonym)|uniprotkb:BARF1(orf name)|uniprotkb:RIR2(gene name)	psi-mi:rir2_ebvb9(display_short)|psi-mi:Ribonucleoside-diphosphate reductase small subunit(display_long)|uniprotkb:Ribonucleotide reductase small subunit(gene name synonym)|uniprotkb:BARF1(orf name)|uniprotkb:RIR2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646328|imex:IM-22949-685	intact-miscore:0.4
uniprotkb:P0CAP6	uniprotkb:P03190	uniprotkb:Q777G0|uniprotkb:P03175|intact:EBI-9645081|uniprotkb:P0CAP6	uniprotkb:P03190|intact:EBI-9646342|uniprotkb:Q777G1	psi-mi:rir2_ebvb9(display_short)|psi-mi:Ribonucleoside-diphosphate reductase small subunit(display_long)|uniprotkb:Ribonucleotide reductase small subunit(gene name synonym)|uniprotkb:BARF1(orf name)|uniprotkb:RIR2(gene name)	psi-mi:rir1_ebvb9(display_short)|psi-mi:Ribonucleoside-diphosphate reductase large subunit(display_long)|uniprotkb:RIR1(gene name)|uniprotkb:BORF2(orf name)|uniprotkb:Ribonucleotide reductase large subunit(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fossum E. et al.(2009)	intact:EBI-9641810|pubmed:19730696|imex:IM-22949	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-9646339|imex:IM-22949-686	intact-miscore:0.4
uniprotkb:P0C739	uniprotkb:Q9NPB0	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	uniprotkb:Q9H0D8|ensembl:ENSP00000229903.4|intact:EBI-2340192|uniprotkb:Q9NPB0	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:says1_human(display_short)|psi-mi:SAYSvFN domain-containing protein 1(display_long)|uniprotkb:C6orf64(gene name synonym)|uniprotkb:SAYSD1(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:Q8NDH2	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	intact:EBI-28987636|uniprotkb:Q8N800|ensembl:ENSP00000320232.3|intact:EBI-11725089|uniprotkb:Q8NDH2	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:cc168_human(display_short)|psi-mi:Leucine-rich repeat transmembrane protein CCDC168(display_long)|uniprotkb:C13orf40(gene name synonym)|uniprotkb:Coiled-coil domain-containing protein 168(gene name synonym)|uniprotkb:CCDC168(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:Q9NVM1	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	uniprotkb:D3DPS7|ensembl:ENSP00000270824.1|ensembl:ENSP00000507013.1|intact:EBI-10314666|uniprotkb:Q9NVM1	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:eva1b_human(display_short)|psi-mi:Protein eva-1 homolog B(display_long)|uniprotkb:C1orf78(gene name synonym)|uniprotkb:FAM176B(gene name synonym)|uniprotkb:Protein FAM176B(gene name synonym)|uniprotkb:EVA1B(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:Q3KSS4	uniprotkb:Q3KSS4	intact:EBI-2621046|uniprotkb:Q3KSS4	intact:EBI-2621046|uniprotkb:Q3KSS4	psi-mi:ebna1_ebvg(display_short)|psi-mi:Epstein-Barr nuclear antigen 1(display_long)|uniprotkb:BKRF1(orf name)|uniprotkb:EBNA1(gene name)	psi-mi:ebna1_ebvg(display_short)|psi-mi:Epstein-Barr nuclear antigen 1(display_long)|uniprotkb:BKRF1(orf name)|uniprotkb:EBNA1(gene name)	psi-mi:"MI:0096"(pull down)	Calderwood MA. et al.(2007)	intact:EBI-2620953|mint:MINT-6769080|pubmed:17446270|imex:IM-20435	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2649508|imex:IM-20435-231	intact-miscore:0.51
uniprotkb:P0CK56	uniprotkb:Q9BWM7	uniprotkb:P03223|uniprotkb:Q777C6|intact:EBI-2622323|uniprotkb:P0CK56	uniprotkb:Q8NCJ0|uniprotkb:Q9NTP4|ensembl:ENSP00000377103.1|intact:EBI-1171999|uniprotkb:Q9BWM7	psi-mi:ul92_ebvb9(display_short)|psi-mi:Late gene expression regulator BDLF4(display_long)|uniprotkb:BDLF4(orf name)	psi-mi:sfxn3_human(display_short)|psi-mi:Sideroflexin-3(display_long)|uniprotkb:SFXN3(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725466|psi-mi:"MI:0471"|imex:IM-25307-225	intact-miscore:0.35
uniprotkb:P0CK56	uniprotkb:Q8N4L2	uniprotkb:P03223|uniprotkb:Q777C6|intact:EBI-2622323|uniprotkb:P0CK56	ensembl:ENSP00000285419.3|uniprotkb:B2R9H4|uniprotkb:Q68CU2|intact:EBI-28987610|intact:EBI-2820617|uniprotkb:Q8N4L2	psi-mi:ul92_ebvb9(display_short)|psi-mi:Late gene expression regulator BDLF4(display_long)|uniprotkb:BDLF4(orf name)	psi-mi:pp4p2_human(display_short)|psi-mi:Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase(display_long)|uniprotkb:PtdIns-4,5-P2 4-Ptase II(gene name synonym)|uniprotkb:Tmem55a(gene name synonym)|uniprotkb:Transmembrane protein 55A(gene name synonym)|uniprotkb:Pip4p2(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725466|psi-mi:"MI:0471"|imex:IM-25307-225	intact-miscore:0.35
uniprotkb:P0CK58	uniprotkb:Q6UX15	uniprotkb:P03229|uniprotkb:Q777A6|intact:EBI-2621293|uniprotkb:P0CK58	uniprotkb:A6NJB0|uniprotkb:B4DJU0|uniprotkb:Q8TAY8|uniprotkb:Q96NC5|uniprotkb:Q96NF3|ensembl:ENSP00000364765.3|intact:EBI-11732765|uniprotkb:Q6UX15	psi-mi:balf1_ebvb9(display_short)|psi-mi:Apoptosis regulator BALF1(display_long)|uniprotkb:BALF1(orf name)	psi-mi:layn_human(display_short)|psi-mi:Layilin(display_long)|uniprotkb:UNQ208/PRO234(orf name)|uniprotkb:LAYN(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11732874|psi-mi:"MI:0471"|imex:IM-25307-325	intact-miscore:0.35
