# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06927	uniprotkb:Q9UJ14	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q8N899|uniprotkb:Q8NF66|uniprotkb:Q9BYP5|uniprotkb:Q9BYP6|ensembl:ENSP00000338964.5|intact:EBI-1058791|uniprotkb:Q9UJ14	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:ggt7_human(display_short)|psi-mi:Glutathione hydrolase 7(display_long)|uniprotkb:GGT7(gene name)|uniprotkb:Gamma-glutamyltransferase 7(gene name synonym)|uniprotkb:Gamma-glutamyltransferase-like 5(gene name synonym)|uniprotkb:Gamma-glutamyltransferase-like 3(gene name synonym)|uniprotkb:Gamma-glutamyltranspeptidase 7(gene name synonym)|uniprotkb:GGTL5(gene name synonym)|uniprotkb:GGTL3(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:P37059	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:B2R7T4|ensembl:ENSP00000199936.4|intact:EBI-11724790|uniprotkb:P37059	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:dhb2_human(display_short)|psi-mi:17-beta-hydroxysteroid dehydrogenase type 2(display_long)|uniprotkb:EDH17B2(gene name synonym)|uniprotkb:SDR9C2(gene name synonym)|uniprotkb:20 alpha-hydroxysteroid dehydrogenase(gene name synonym)|uniprotkb:E2DH(gene name synonym)|uniprotkb:Microsomal 17-beta-hydroxysteroid dehydrogenase(gene name synonym)|uniprotkb:Short chain dehydrogenase/reductase family 9C member 2(gene name synonym)|uniprotkb:Testosterone 17-beta-dehydrogenase(gene name synonym)|uniprotkb:Estradiol 17-beta-dehydrogenase 2(gene name synonym)|uniprotkb:HSD17B2(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:O15173	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q569H1|ensembl:ENSP00000296425.4|ensembl:ENSP00000429301.2|intact:EBI-1050125|uniprotkb:O15173	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:pgrc2_human(display_short)|psi-mi:Membrane-associated progesterone receptor component 2(display_long)|uniprotkb:PGRMC2(gene name)|uniprotkb:PMBP(gene name synonym)|uniprotkb:DG6(gene name synonym)|uniprotkb:Steroid receptor protein DG6(gene name synonym)|uniprotkb:Progesterone membrane-binding protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:O15258	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:O95322|ensembl:ENSP00000464222.1|ensembl:ENSP00000475168.1|intact:EBI-716910|uniprotkb:O15258	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:rer1_human(display_short)|psi-mi:Protein RER1(display_long)|uniprotkb:RER1(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q9UNL2	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q549M4|uniprotkb:B2R7D0|uniprotkb:D3DNK5|uniprotkb:B4E2P2|ensembl:ENSP00000265044.2|intact:EBI-1043938|uniprotkb:Q9UNL2	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:ssrg_human(display_short)|psi-mi:Translocon-associated protein subunit gamma(display_long)|uniprotkb:SSR3(gene name)|uniprotkb:TRAPG(gene name synonym)|uniprotkb:Signal sequence receptor subunit gamma(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q9Y4P3	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	ensembl:ENSP00000307260.4|uniprotkb:Q9UQE2|intact:EBI-2513719|uniprotkb:Q9Y4P3	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:tbl2_human(display_short)|psi-mi:Transducin beta-like protein 2(display_long)|uniprotkb:TBL2(gene name)|uniprotkb:UNQ563/PRO1125(orf name)|uniprotkb:Williams-Beuren syndrome chromosomal region 13 protein(gene name synonym)|uniprotkb:WS beta-transducin repeats protein(gene name synonym)|uniprotkb:WBSCR13(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q9BTV4	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q7L4N5|uniprotkb:Q8NC30|uniprotkb:Q96A63|uniprotkb:Q96F19|uniprotkb:Q96JX0|uniprotkb:Q9H076|ensembl:ENSP00000303992.5|intact:EBI-721293|uniprotkb:Q9BTV4	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:tmm43_human(display_short)|psi-mi:Transmembrane protein 43(display_long)|uniprotkb:TMEM43(gene name)|uniprotkb:Protein LUMA(gene name synonym)|uniprotkb:UNQ2564/PRO6244(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q8NBM4	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q0VAB5|uniprotkb:Q5W0W6|uniprotkb:Q5W0W9|uniprotkb:Q6GQR2|uniprotkb:Q6P4B0|uniprotkb:Q8N2E8|uniprotkb:Q96NW2|uniprotkb:B3KNV7|intact:EBI-25598676|ensembl:ENSP00000383911.3|intact:EBI-724045|uniprotkb:Q8NBM4	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:ubac2_human(display_short)|psi-mi:Ubiquitin-associated domain-containing protein 2(display_long)|uniprotkb:UBAC2(gene name)|uniprotkb:PSEC0110(orf name)|uniprotkb:Phosphoglycerate dehydrogenase-like protein 1(gene name synonym)|uniprotkb:PHGDHL1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q9BQB6	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:A6NIQ6|uniprotkb:B2R4Z6|uniprotkb:Q6UX90|uniprotkb:Q7Z2R4|ensembl:ENSP00000378426.2|intact:EBI-6256462|uniprotkb:Q9BQB6	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:vkor1_human(display_short)|psi-mi:Vitamin K epoxide reductase complex subunit 1(display_long)|uniprotkb:VKORC1(gene name)|uniprotkb:UNQ308/PRO351(orf name)|uniprotkb:MSTP576(orf name)|uniprotkb:MSTP134(orf name)|uniprotkb:Vitamin K1 2,3-epoxide reductase subunit 1(gene name synonym)|uniprotkb:VKOR(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q9BSR8	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	ensembl:ENSP00000238831.3|intact:EBI-28982595|intact:EBI-751253|uniprotkb:Q9BSR8	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:yipf4_human(display_short)|psi-mi:Protein YIPF4(display_long)|uniprotkb:YIPF4(gene name)|uniprotkb:Nbla11189(orf name)|uniprotkb:YIP1 family member 4(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:Q9UHC7	uniprotkb:P06788	uniprotkb:Q6GSF1|uniprotkb:Q9H0G0|uniprotkb:Q9UEZ7|uniprotkb:A4D1T7|uniprotkb:B3KXB4|uniprotkb:Q256Y7|uniprotkb:Q59G11|uniprotkb:Q9UHW2|ensembl:ENSP00000255977.2|intact:EBI-373524|uniprotkb:Q9UHC7	intact:EBI-1776887|uniprotkb:P06788	psi-mi:mkrn1_human(display_short)|psi-mi:E3 ubiquitin-protein ligase makorin-1(display_long)|uniprotkb:MKRN1(gene name)|uniprotkb:RING-type E3 ubiquitin transferase makorin-1(gene name synonym)|uniprotkb:RNF61(gene name synonym)|uniprotkb:RING finger protein 61(gene name synonym)|MINT:MKRN1(author assigned name)	psi-mi:ve7_hpv18(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)|MINT:E7(author assigned name)	psi-mi:"MI:1203"(split luciferase complementation)	Neveu G. et al.(2012)	intact:EBI-12736076|doi:10.1016/j.ymeth.2012.07.029|pubmed:22898364|imex:IM-28562	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-26505896|imex:IM-28562-733	intact-miscore:0.37
uniprotkb:Q16831	uniprotkb:P06788	uniprotkb:Q15362|uniprotkb:D3DVM4|ensembl:ENSP00000330032.4|ensembl:ENSP00000378931.4|intact:EBI-2850872|uniprotkb:Q16831	intact:EBI-1776887|uniprotkb:P06788	psi-mi:upp1_human(display_short)|psi-mi:Uridine phosphorylase 1(display_long)|uniprotkb:UPP1(gene name)|uniprotkb:UP(gene name synonym)|MINT:UPP1(author assigned name)	psi-mi:ve7_hpv18(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)|MINT:E7(author assigned name)	psi-mi:"MI:1203"(split luciferase complementation)	Neveu G. et al.(2012)	intact:EBI-12736076|doi:10.1016/j.ymeth.2012.07.029|pubmed:22898364|imex:IM-28562	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-26506017|imex:IM-28562-917	intact-miscore:0.37
uniprotkb:Q14088	uniprotkb:P06463	uniprotkb:Q5JUZ6|uniprotkb:Q92465|ensembl:ENSP00000257017.4|intact:EBI-744685|uniprotkb:Q14088	intact:EBI-1186926|uniprotkb:P06463	psi-mi:rb33a_human(display_short)|psi-mi:Ras-related protein Rab-33A(display_long)|uniprotkb:RAB33A(gene name)|uniprotkb:RABS10(gene name synonym)|uniprotkb:Small GTP-binding protein S10(gene name synonym)|MINT:RAB33A(author assigned name)	psi-mi:ve6_hpv18(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)|MINT:E6(author assigned name)	psi-mi:"MI:1203"(split luciferase complementation)	Neveu G. et al.(2012)	intact:EBI-12736076|doi:10.1016/j.ymeth.2012.07.029|pubmed:22898364|imex:IM-28562	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-26503494|imex:IM-28562-31	intact-miscore:0.37
uniprotkb:Q96EK4	uniprotkb:P06463	uniprotkb:O94795|uniprotkb:A8K002|uniprotkb:A4UCT5|ensembl:ENSP00000304689.1|intact:EBI-1790529|uniprotkb:Q96EK4	intact:EBI-1186926|uniprotkb:P06463	psi-mi:tha11_human(display_short)|psi-mi:THAP domain-containing protein 11(display_long)|uniprotkb:THAP11(gene name)|uniprotkb:HRIHFB2206(orf name)|MINT:THAP11(author assigned name)	psi-mi:ve6_hpv18(display_short)|psi-mi:Protein E6(display_long)|uniprotkb:E6(gene name)|MINT:E6(author assigned name)	psi-mi:"MI:1203"(split luciferase complementation)	Neveu G. et al.(2012)	intact:EBI-12736076|doi:10.1016/j.ymeth.2012.07.029|pubmed:22898364|imex:IM-28562	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-26503582|imex:IM-28562-35	intact-miscore:0.37
uniprotkb:P06788	uniprotkb:Q9H0H3	intact:EBI-1776887|uniprotkb:P06788	uniprotkb:B3KRT7|uniprotkb:B2RDH2|ensembl:ENSP00000336800.5|intact:EBI-6426337|uniprotkb:Q9H0H3	psi-mi:ve7_hpv18(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:klh25_human(display_short)|psi-mi:Kelch-like protein 25(display_long)|uniprotkb:KLHL25(gene name)|uniprotkb:Ectoderm-neural cortex protein 2(gene name synonym)|uniprotkb:ENC2(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724152|psi-mi:"MI:0471"|imex:IM-25307-447	intact-miscore:0.35
uniprotkb:P06788	uniprotkb:Q9NP81	intact:EBI-1776887|uniprotkb:P06788	uniprotkb:A6NHW7|uniprotkb:Q9BVP3|uniprotkb:B4DE10|ensembl:ENSP00000221431.6|ensembl:ENSP00000489539.1|intact:EBI-1049768|uniprotkb:Q9NP81	psi-mi:ve7_hpv18(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:sysm_human(display_short)|psi-mi:Serine--tRNA ligase, mitochondrial(display_long)|uniprotkb:SARS2(gene name)|uniprotkb:Seryl-tRNA synthetase(gene name synonym)|uniprotkb:SARSM(gene name synonym)|uniprotkb:SerRSmt(gene name synonym)|uniprotkb:"Seryl-tRNA(Ser/Sec) synthetase"(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724152|psi-mi:"MI:0471"|imex:IM-25307-447	intact-miscore:0.35
uniprotkb:P06788	uniprotkb:P49458	intact:EBI-1776887|uniprotkb:P06788	uniprotkb:Q6NVX0|uniprotkb:Q8WTW0|uniprotkb:A8K0N0|ensembl:ENSP00000305230.7|intact:EBI-350743|uniprotkb:P49458	psi-mi:ve7_hpv18(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:srp09_human(display_short)|psi-mi:Signal recognition particle 9 kDa protein(display_long)|uniprotkb:SRP9(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724152|psi-mi:"MI:0471"|imex:IM-25307-447	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q5H8A4	intact:EBI-11724180|uniprotkb:P06792	ensembl:ENSP00000415203.2|uniprotkb:B4DKC7|uniprotkb:Q2TAK5|uniprotkb:Q6UX31|uniprotkb:Q7L5Y4|uniprotkb:Q8N866|uniprotkb:Q8NCC9|uniprotkb:Q96SY9|uniprotkb:Q9BVT7|uniprotkb:Q9NXG5|intact:EBI-11724298|uniprotkb:Q5H8A4	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:pigg_human(display_short)|psi-mi:GPI ethanolamine phosphate transferase 2, catalytic subunit(display_long)|uniprotkb:PIGG(gene name)|uniprotkb:UNQ1930/PRO4405(orf name)|uniprotkb:Phosphatidylinositol-glycan biosynthesis class G protein(gene name synonym)|uniprotkb:GPI7 homolog(gene name synonym)|uniprotkb:GPI7(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q8TEQ8	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:B1AML3|uniprotkb:Q6P154|uniprotkb:Q6UX80|uniprotkb:Q8TDS8|uniprotkb:Q96CS9|uniprotkb:Q9BVN9|uniprotkb:Q9Y4B0|ensembl:ENSP00000367880.3|ensembl:ENSP00000514894.1|intact:EBI-11722765|uniprotkb:Q8TEQ8	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:pigo_human(display_short)|psi-mi:GPI ethanolamine phosphate transferase 3, catalytic subunit(display_long)|uniprotkb:PIGO(gene name)|uniprotkb:UNQ632/PRO1249(orf name)|uniprotkb:Phosphatidylinositol-glycan biosynthesis class O protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q9H490	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q7Z489|uniprotkb:Q8N2F2|ensembl:ENSP00000217446.3|intact:EBI-11290294|uniprotkb:Q9H490	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:pigu_human(display_short)|psi-mi:GPI-anchor transamidase component PIGU(display_long)|uniprotkb:PIGU(gene name)|uniprotkb:UNQ3055/PRO9875(orf name)|uniprotkb:PSEC0205(orf name)|uniprotkb:Phosphatidylinositol glycan anchor biosynthesis class U protein(gene name synonym)|uniprotkb:GPI transamidase component PIG-U(gene name synonym)|uniprotkb:Cell division cycle protein 91-like 1(gene name synonym)|uniprotkb:CDC91L1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q9P035	intact:EBI-11724180|uniprotkb:P06792	intact:EBI-1049123|uniprotkb:A0PJA1|uniprotkb:Q280Z3|uniprotkb:Q6PD63|uniprotkb:Q8IUI5|uniprotkb:Q8NC86|uniprotkb:Q8NCB1|uniprotkb:Q96T12|uniprotkb:Q9NQA7|uniprotkb:B4DRF4|intact:EBI-28973764|ensembl:ENSP00000261875.5|intact:EBI-359013|uniprotkb:Q9P035	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:hacd3_human(display_short)|psi-mi:"Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3"(display_long)|uniprotkb:HACD3(gene name)|uniprotkb:BIND1(gene name synonym)|uniprotkb:3-hydroxyacyl-CoA dehydratase 3(gene name synonym)|uniprotkb:Protein-tyrosine phosphatase-like A domain-containing protein 1(gene name synonym)|uniprotkb:PTPLAD1(gene name synonym)|uniprotkb:Butyrate-induced protein 1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q9Y3E5	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q9NTE5|uniprotkb:B3KUY4|ensembl:ENSP00000376758.2|ensembl:ENSP00000464327.1|intact:EBI-1056751|uniprotkb:Q9Y3E5	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:pth2_human(display_short)|psi-mi:Peptidyl-tRNA hydrolase 2, mitochondrial(display_long)|uniprotkb:PTRH2(gene name)|uniprotkb:Bcl-2 inhibitor of transcription 1(gene name synonym)|uniprotkb:CGI-147(orf name)|uniprotkb:PTH2(gene name synonym)|uniprotkb:BIT1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
