# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:O36551	uniprotkb:O95260	uniprotkb:Q2HR81|intact:MINT-2824596|intact:EBI-7922178|uniprotkb:O36551	uniprotkb:O95261|uniprotkb:Q8WW04|uniprotkb:Q5SQQ3|ensembl:ENSP00000224652.6|intact:EBI-1043378|uniprotkb:O95260	psi-mi:o36551_hhv8(display_short)|uniprotkb:HHV8GK18_gp55(orf name)|uniprotkb:K8.1(gene name)	psi-mi:ate1_human(display_short)|psi-mi:Arginyl-tRNA--protein transferase 1(display_long)|uniprotkb:ATE1(gene name)|uniprotkb:Arginine-tRNA--protein transferase 1(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062552|imex:IM-26114-47	intact-miscore:0.35
uniprotkb:O36551	uniprotkb:O43759	uniprotkb:Q2HR81|intact:MINT-2824596|intact:EBI-7922178|uniprotkb:O36551	uniprotkb:A6NP69|uniprotkb:A8K0E2|uniprotkb:O43757|uniprotkb:O43758|uniprotkb:Q53Y02|uniprotkb:Q96J56|uniprotkb:Q9UGZ4|ensembl:ENSP00000332287.5|intact:EBI-6269521|uniprotkb:O43759	psi-mi:o36551_hhv8(display_short)|uniprotkb:HHV8GK18_gp55(orf name)|uniprotkb:K8.1(gene name)	psi-mi:sng1_human(display_short)|psi-mi:Synaptogyrin-1(display_long)|uniprotkb:SYNGR1(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062552|imex:IM-26114-47	intact-miscore:0.35
uniprotkb:Q77Q82	uniprotkb:Q9H0I2	uniprotkb:Q2HR74|intact:EBI-14062698|uniprotkb:Q77Q82	ensembl:ENSP00000243878.4|uniprotkb:Q6UWD7|intact:EBI-744099|uniprotkb:Q9H0I2	psi-mi:q77q82_hhv8(display_short)|uniprotkb:vIRF-1(gene name synonym)|uniprotkb:HHV8GK18_gp62(orf name)|uniprotkb:vIRF(gene name)	psi-mi:enkd1_human(display_short)|psi-mi:Enkurin domain-containing protein 1(display_long)|uniprotkb:C16orf48(gene name synonym)|uniprotkb:UNQ6410/PRO21183(orf name)|uniprotkb:ENKD1(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062696|imex:IM-26114-49	intact-miscore:0.35
uniprotkb:O40917	uniprotkb:Q9HD23	intact:EBI-2608578|uniprotkb:O40917	uniprotkb:B4DQL2|uniprotkb:A8K4U3|uniprotkb:B3KNN2|uniprotkb:Q5T3Y1|uniprotkb:Q6NTG4|uniprotkb:Q96KF8|uniprotkb:Q9BVP1|ensembl:ENSP00000367637.3|intact:EBI-6164303|uniprotkb:Q9HD23	psi-mi:o40917_hhv8(display_short)|uniprotkb:HHV8GK18_gp08(orf name)|uniprotkb:ORF11(gene name)	psi-mi:mrs2_human(display_short)|psi-mi:Magnesium transporter MRS2 homolog, mitochondrial(display_long)|uniprotkb:MRS2(gene name)|uniprotkb:MRS2L(gene name synonym)|uniprotkb:MRS2-like protein(gene name synonym)|uniprotkb:HPT(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062752|imex:IM-26114-27	intact-miscore:0.35
uniprotkb:E5LBT9	uniprotkb:O15131	uniprotkb:E5LBT9|intact:EBI-14033452	uniprotkb:Q86X23|ensembl:ENSP00000348704.1|ensembl:ENSP00000357552.1|uniprotkb:B2RAI5|intact:EBI-22370853|intact:EBI-540602|uniprotkb:O15131	psi-mi:e5lbt9_hhv8(display_short)|psi-mi:Capsid scaffolding protein(display_long)|uniprotkb:orf17(gene name)|uniprotkb:HHV8GK18_gp20(orf name)|uniprotkb:Protease precursor(gene name synonym)	psi-mi:ima6_human(display_short)|psi-mi:Importin subunit alpha-6(display_long)|uniprotkb:Karyopherin subunit alpha-5(gene name synonym)|uniprotkb:KPNA5(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062785|imex:IM-26114-29	intact-miscore:0.35
uniprotkb:F5HE15	uniprotkb:Q9UIL1	uniprotkb:F5HE15|intact:EBI-14062797	uniprotkb:Q7L2Y0|uniprotkb:Q9BZB2|uniprotkb:Q96JY9|uniprotkb:Q7Z4P2|uniprotkb:B7WPH7|uniprotkb:Q6P5T9|intact:EBI-2812448|uniprotkb:D3DNY7|uniprotkb:E9PB65|intact:EBI-2686537|uniprotkb:Q9UIL1	psi-mi:f5he15_hhv8(display_short)|uniprotkb:ORF17.5(gene name)|uniprotkb:HHV8GK18_gp21(orf name)	psi-mi:scoc_human(display_short)|psi-mi:Short coiled-coil protein(display_long)|uniprotkb:SCOC(gene name)|uniprotkb:HRIHFB2072(orf name)|uniprotkb:SCOCO(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062795|imex:IM-26114-153	intact-miscore:0.35
uniprotkb:E5LBU3	uniprotkb:Q9H6F5	uniprotkb:E5LBU3|intact:EBI-14062832	uniprotkb:B4DY99|ensembl:ENSP00000227520.5|intact:EBI-721289|uniprotkb:Q9H6F5	psi-mi:e5lbu3_hhv8(display_short)|uniprotkb:ORF20(gene name)|uniprotkb:HHV8GK18_gp23(orf name)|uniprotkb:Orf19(gene name synonym)	psi-mi:ccd86_human(display_short)|psi-mi:Coiled-coil domain-containing protein 86(display_long)|uniprotkb:CCDC86(gene name)|uniprotkb:CYCLON(gene name synonym)|uniprotkb:Cytokine-induced protein with coiled-coil domain(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062830|imex:IM-26114-31	intact-miscore:0.4
uniprotkb:Q76RI2	uniprotkb:P53701	uniprotkb:Q76RI2|intact:EBI-14063281|uniprotkb:Q2HRA4	uniprotkb:B3KUS1|uniprotkb:Q502X8|ensembl:ENSP00000326579.4|ensembl:ENSP00000370139.4|ensembl:ENSP00000370140.3|intact:EBI-10763431|uniprotkb:P53701	psi-mi:q76ri2_hhv8(display_short)|uniprotkb:ORF28(gene name)|uniprotkb:HHV8GK18_gp32(orf name)	psi-mi:cchl_human(display_short)|psi-mi:Holocytochrome c-type synthase(display_long)|uniprotkb:HCCS(gene name)|uniprotkb:CCHL(gene name synonym)|uniprotkb:Cytochrome c-type heme lyase(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063279|imex:IM-26114-91	intact-miscore:0.35
uniprotkb:Q76RI2	uniprotkb:Q9Y3E0	uniprotkb:Q76RI2|intact:EBI-14063281|uniprotkb:Q2HRA4	uniprotkb:B2R4R4|uniprotkb:Q54A40|uniprotkb:Q6I9W6|uniprotkb:Q9P1R9|ensembl:ENSP00000229314.4|intact:EBI-4402607|uniprotkb:Q9Y3E0	psi-mi:q76ri2_hhv8(display_short)|uniprotkb:ORF28(gene name)|uniprotkb:HHV8GK18_gp32(orf name)	psi-mi:got1b_human(display_short)|psi-mi:Vesicle transport protein GOT1B(display_long)|uniprotkb:GOT1A(gene name synonym)|uniprotkb:Golgi transport 1 homolog B(gene name synonym)|uniprotkb:Putative NF-kappa-B-activating protein 470(gene name synonym)|uniprotkb:hGOT1a(gene name synonym)|uniprotkb:CGI-141(orf name)|uniprotkb:HDCMA39P(orf name)|uniprotkb:UNQ432/PRO793(orf name)|uniprotkb:GCT2(gene name synonym)|uniprotkb:Germ cell tumor 2(gene name synonym)|uniprotkb:GOLT1B(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063279|imex:IM-26114-91	intact-miscore:0.35
uniprotkb:Q98136	uniprotkb:P53801	uniprotkb:Q98136|intact:EBI-7922057|intact:MINT-2824514|uniprotkb:Q2HRA2	uniprotkb:B2RDP7|uniprotkb:Q9NS09|uniprotkb:D3DSL9|ensembl:ENSP00000328325.3|intact:EBI-3906138|uniprotkb:P53801	psi-mi:q98136_hhv8(display_short)|uniprotkb:ORF30(gene name)|uniprotkb:HHV8GK18_gp34(orf name)	psi-mi:pttg_human(display_short)|psi-mi:Pituitary tumor-transforming gene 1 protein-interacting protein(display_long)|uniprotkb:PTTG1IP(gene name)|uniprotkb:Pituitary tumor-transforming gene protein-binding factor(gene name synonym)|uniprotkb:C21orf3(gene name synonym)|uniprotkb:C21orf1(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063310|imex:IM-26114-133	intact-miscore:0.35
uniprotkb:Q76RH4	uniprotkb:P79522	uniprotkb:Q2HR96|intact:EBI-14063350|uniprotkb:Q76RH4	uniprotkb:Q5RJB5|uniprotkb:Q5STN6|uniprotkb:A1A4H4|ensembl:ENSP00000365744.4|ensembl:ENSP00000373086.4|ensembl:ENSP00000392826.2|ensembl:ENSP00000396416.2|ensembl:ENSP00000398352.2|ensembl:ENSP00000402596.2|ensembl:ENSP00000415432.2|intact:EBI-2803328|uniprotkb:P79522	psi-mi:q76rh4_hhv8(display_short)|uniprotkb:HHV8GK18_gp40(orf name)|uniprotkb:ORF36(gene name)	psi-mi:prr3_human(display_short)|psi-mi:Proline-rich protein 3(display_long)|uniprotkb:CAT56(gene name synonym)|uniprotkb:MHC class I region proline-rich protein CAT56(gene name synonym)|uniprotkb:PRR3(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063348|imex:IM-26114-33	intact-miscore:0.35
uniprotkb:Q76RH4	uniprotkb:Q8NC60	uniprotkb:Q2HR96|intact:EBI-14063350|uniprotkb:Q76RH4	uniprotkb:Q8N7L6|uniprotkb:Q9BSQ9|ensembl:ENSP00000264230.4|intact:EBI-717871|uniprotkb:Q8NC60	psi-mi:q76rh4_hhv8(display_short)|uniprotkb:HHV8GK18_gp40(orf name)|uniprotkb:ORF36(gene name)	psi-mi:noa1_human(display_short)|psi-mi:Nitric oxide-associated protein 1(display_long)|uniprotkb:NOA1(gene name)|uniprotkb:C4orf14(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063348|imex:IM-26114-33	intact-miscore:0.35
uniprotkb:Q76RH4	uniprotkb:Q8N3Y7	uniprotkb:Q2HR96|intact:EBI-14063350|uniprotkb:Q76RH4	uniprotkb:Q8TDV9|uniprotkb:Q96LX1|uniprotkb:B4DGK2|uniprotkb:Q330K3|ensembl:ENSP00000307607.3|intact:EBI-3923480|uniprotkb:Q8N3Y7	psi-mi:q76rh4_hhv8(display_short)|uniprotkb:HHV8GK18_gp40(orf name)|uniprotkb:ORF36(gene name)	psi-mi:rdhe2_human(display_short)|psi-mi:Epidermal retinol dehydrogenase 2(display_long)|uniprotkb:RDHE2(gene name synonym)|uniprotkb:Retinal short-chain dehydrogenase reductase 2(gene name synonym)|uniprotkb:Short-chain dehydrogenase/reductase family 16C member 5(gene name synonym)|uniprotkb:SDR16C5(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063348|imex:IM-26114-33	intact-miscore:0.35
uniprotkb:D0UZP9	uniprotkb:P78346	uniprotkb:D0UZP9|intact:EBI-14063380	uniprotkb:B2R799|uniprotkb:E9PB02|ensembl:ENSP00000360768.3|intact:EBI-366553|uniprotkb:P78346	psi-mi:d0uzp9_hhv8(display_short)|uniprotkb:ORF37(gene name)|uniprotkb:HHV8GK18_gp41(orf name)	psi-mi:rpp30_human(display_short)|psi-mi:Ribonuclease P protein subunit p30(display_long)|uniprotkb:RPP30(gene name)|uniprotkb:RNase P subunit 2(gene name synonym)|uniprotkb:RNASEP2(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063378|imex:IM-26114-155	intact-miscore:0.35
uniprotkb:Q76RH3	uniprotkb:Q5QP82	uniprotkb:Q76RH3|intact:EBI-14033513|uniprotkb:Q2HR94	uniprotkb:A4VCJ5|uniprotkb:Q32NE2|uniprotkb:Q96ET5|uniprotkb:Q9BTQ5|uniprotkb:Q9H5P6|uniprotkb:Q8N2Q5|intact:EBI-2559068|ensembl:ENSP00000366953.3|intact:EBI-723230|uniprotkb:Q5QP82	psi-mi:q76rh3_hhv8(display_short)|psi-mi:Cytoplasmic envelopment protein 3(display_long)|uniprotkb:ORF38(gene name)|uniprotkb:HHV8GK18_gp42(orf name)	psi-mi:dca10_human(display_short)|psi-mi:DDB1- and CUL4-associated factor 10(display_long)|uniprotkb:DCAF10(gene name)|uniprotkb:WD repeat-containing protein 32(gene name synonym)|uniprotkb:WDR32(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063426|imex:IM-26114-71	intact-miscore:0.35
uniprotkb:Q76RH3	uniprotkb:Q9BTE7	uniprotkb:Q76RH3|intact:EBI-14033513|uniprotkb:Q2HR94	uniprotkb:Q3ZTT2|ensembl:ENSP00000260247.5|intact:EBI-3924013|uniprotkb:Q9BTE7	psi-mi:q76rh3_hhv8(display_short)|psi-mi:Cytoplasmic envelopment protein 3(display_long)|uniprotkb:ORF38(gene name)|uniprotkb:HHV8GK18_gp42(orf name)	psi-mi:dcnl5_human(display_short)|psi-mi:DCN1-like protein 5(display_long)|uniprotkb:DCUN1 domain-containing protein 5(gene name synonym)|uniprotkb:Defective in cullin neddylation protein 1-like protein 5(gene name synonym)|uniprotkb:SCCRO5(gene name synonym)|uniprotkb:Squamous cell carcinoma-related oncogene 5(gene name synonym)|uniprotkb:DCUN1D5(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063426|imex:IM-26114-71	intact-miscore:0.35
uniprotkb:F5HFG5	uniprotkb:Q86U38	intact:EBI-14063446|uniprotkb:F5HFG5	uniprotkb:Q8IVF0|uniprotkb:Q8TBS6|intact:EBI-8293740|intact:MINT-8407174|uniprotkb:A8MY76|ensembl:ENSP00000267425.3|ensembl:ENSP00000495668.1|intact:EBI-5456022|uniprotkb:Q86U38	psi-mi:f5hfg5_hhv8(display_short)|uniprotkb:HHV8GK18_gp02(orf name)|uniprotkb:orf4(gene name)	psi-mi:nop9_human(display_short)|psi-mi:Nucleolar protein 9(display_long)|uniprotkb:NOP9(gene name)|uniprotkb:KIAA2021(gene name synonym)|uniprotkb:C14orf21(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063444|imex:IM-26114-55	intact-miscore:0.35
uniprotkb:F5HFG5	uniprotkb:Q9UIA9	intact:EBI-14063446|uniprotkb:F5HFG5	uniprotkb:O94846|uniprotkb:Q6PJK9|uniprotkb:Q8NEK7|ensembl:ENSP00000252512.9|intact:EBI-286668|uniprotkb:Q9UIA9	psi-mi:f5hfg5_hhv8(display_short)|uniprotkb:HHV8GK18_gp02(orf name)|uniprotkb:orf4(gene name)	psi-mi:xpo7_human(display_short)|psi-mi:Exportin-7(display_long)|uniprotkb:XPO7(gene name)|uniprotkb:RANBP16(gene name synonym)|uniprotkb:KIAA0745(gene name synonym)|uniprotkb:Ran-binding protein 16(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063444|imex:IM-26114-55	intact-miscore:0.35
uniprotkb:Q77UV9	uniprotkb:Q96C12	uniprotkb:Q2HR88|intact:EBI-2608731|uniprotkb:Q77UV9	uniprotkb:Q86WM9|uniprotkb:Q9H925|uniprotkb:Q9H7P8|ensembl:ENSP00000268314.4|ensembl:ENSP00000456877.1|intact:EBI-6425121|uniprotkb:Q96C12	psi-mi:q77uv9_hhv8(display_short)|uniprotkb:ORF45(gene name synonym)|uniprotkb:HHV8GK18_gp51(orf name)|uniprotkb:KIE-2(gene name)	psi-mi:armc5_human(display_short)|psi-mi:Armadillo repeat-containing protein 5(display_long)|uniprotkb:ARMC5(gene name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063514|imex:IM-26114-11	intact-miscore:0.35
uniprotkb:Q77UV9	uniprotkb:P57772	uniprotkb:Q2HR88|intact:EBI-2608731|uniprotkb:Q77UV9	intact:UNK-5380960|uniprotkb:Q96HZ6|ensembl:ENSP00000254730.5|ensembl:ENSP00000494933.1|intact:EBI-7950757|uniprotkb:P57772	psi-mi:q77uv9_hhv8(display_short)|uniprotkb:ORF45(gene name synonym)|uniprotkb:HHV8GK18_gp51(orf name)|uniprotkb:KIE-2(gene name)	psi-mi:selb_human(display_short)|psi-mi:Selenocysteine-specific elongation factor(display_long)|uniprotkb:EEFSEC(gene name)|uniprotkb:Eukaryotic elongation factor, selenocysteine-tRNA-specific(gene name synonym)|uniprotkb:Elongation factor sec(gene name synonym)|uniprotkb:SELB(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063514|imex:IM-26114-11	intact-miscore:0.35
uniprotkb:F5HBL8	uniprotkb:P83111	uniprotkb:F5HBL8|intact:EBI-14063977	uniprotkb:P83096|ensembl:ENSP00000261893.4|intact:EBI-2878119|uniprotkb:P83111	psi-mi:f5hbl8_hhv8(display_short)|uniprotkb:ORF52(gene name)|uniprotkb:HHV8GK18_gp56(orf name)	psi-mi:lactb_human(display_short)|psi-mi:Serine beta-lactamase-like protein LACTB, mitochondrial(display_long)|uniprotkb:LACTB(gene name)|uniprotkb:UNQ843/PRO1781(orf name)|uniprotkb:MRPL56(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063975|imex:IM-26114-159	intact-miscore:0.35
uniprotkb:F5HBL8	uniprotkb:O15381	uniprotkb:F5HBL8|intact:EBI-14063977	ensembl:ENSP00000281701.6|uniprotkb:Q96EM7|uniprotkb:B4DMC4|uniprotkb:B4DP98|intact:EBI-721638|uniprotkb:O15381	psi-mi:f5hbl8_hhv8(display_short)|uniprotkb:ORF52(gene name)|uniprotkb:HHV8GK18_gp56(orf name)	psi-mi:nvl_human(display_short)|psi-mi:Nuclear valosin-containing protein-like(display_long)|uniprotkb:NVL(gene name)|uniprotkb:NVL2(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063975|imex:IM-26114-159	intact-miscore:0.35
uniprotkb:Q77ZG4	uniprotkb:P43378	uniprotkb:Q77ZG4|intact:EBI-14064041|uniprotkb:Q2HR70	uniprotkb:Q53XR9|ensembl:ENSP00000482732.1|intact:EBI-742898|uniprotkb:P43378	psi-mi:q77zg4_hhv8(display_short)|uniprotkb:ORF58(gene name)|uniprotkb:HHV8GK18_gp68(orf name)	psi-mi:ptn9_human(display_short)|psi-mi:Tyrosine-protein phosphatase non-receptor type 9(display_long)|uniprotkb:PTPN9(gene name)|uniprotkb:Protein-tyrosine phosphatase MEG2(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14064039|imex:IM-26114-37	intact-miscore:0.35
uniprotkb:O40945	uniprotkb:Q9H8M7	uniprotkb:Q77Q39|intact:EBI-14064149|uniprotkb:O40945	uniprotkb:Q5SZ68|uniprotkb:Q5SZ69|uniprotkb:Q5SZ70|uniprotkb:Q6IA40|uniprotkb:Q6P7P0|uniprotkb:Q7Z2S1|uniprotkb:Q8WUF1|uniprotkb:Q9H3I4|ensembl:ENSP00000277632.3|intact:EBI-724928|uniprotkb:Q9H8M7	psi-mi:o40945_hhv8(display_short)|uniprotkb:HHV8GK18_gp78(orf name)|uniprotkb:ORF69(gene name)	psi-mi:miny3_human(display_short)|psi-mi:Ubiquitin carboxyl-terminal hydrolase MINDY-3(display_long)|uniprotkb:MINDY3(gene name)|uniprotkb:Protein CARP(gene name synonym)|uniprotkb:FAM188A(gene name synonym)|uniprotkb:MSTP126(orf name)|uniprotkb:My042(orf name)|uniprotkb:C10orf97(gene name synonym)|uniprotkb:CARP(gene name synonym)|uniprotkb:DERP5(gene name synonym)|uniprotkb:Dermal papilla-derived protein 5(gene name synonym)|uniprotkb:Deubiquitinating enzyme MINDY-3(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14064147|imex:IM-26114-117	intact-miscore:0.35
