# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P03182	uniprotkb:P78357	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	ensembl:ENSP00000264638.3|intact:EBI-1751903|uniprotkb:P78357	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:cntp1_human(display_short)|psi-mi:Contactin-associated protein 1(display_long)|uniprotkb:CNTNAP1(gene name)|uniprotkb:p190(gene name synonym)|uniprotkb:Neurexin IV(gene name synonym)|uniprotkb:Neurexin-4(gene name synonym)|uniprotkb:NRXN4(gene name synonym)|uniprotkb:CASPR(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q9Y6C9	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:B2R7L8|ensembl:ENSP00000303222.3|ensembl:ENSP00000495027.1|intact:EBI-6164522|uniprotkb:Q9Y6C9	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:mtch2_human(display_short)|psi-mi:Mitochondrial carrier homolog 2(display_long)|uniprotkb:MTCH2(gene name)|uniprotkb:HSPC032(orf name)|uniprotkb:Met-induced mitochondrial protein(gene name synonym)|uniprotkb:MIMP(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q9NXR1	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:Q49AQ2|ensembl:ENSP00000379642.1|ensembl:ENSP00000379643.1|ensembl:ENSP00000488050.1|ensembl:ENSP00000488199.1|ensembl:ENSP00000501936.1|ensembl:ENSP00000502160.1|ensembl:ENSP00000502354.1|ensembl:ENSP00000502635.1|intact:EBI-941227|uniprotkb:Q9NXR1	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:nde1_human(display_short)|psi-mi:Nuclear distribution protein nudE homolog 1(display_long)|uniprotkb:Nde1(gene name)|uniprotkb:Nude(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q96AQ6	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	intact:EBI-1210745|uniprotkb:Q5T174|uniprotkb:Q5T176|uniprotkb:Q9H8X6|uniprotkb:Q9HA02|uniprotkb:Q9HD85|ensembl:ENSP00000357448.3|intact:EBI-740845|uniprotkb:Q96AQ6	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:pbip1_human(display_short)|psi-mi:Pre-B-cell leukemia transcription factor-interacting protein 1(display_long)|uniprotkb:PBXIP1(gene name)|uniprotkb:Hematopoietic PBX-interacting protein(gene name synonym)|uniprotkb:HPIP(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q01813	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:B3KS15|uniprotkb:Q5VSR7|uniprotkb:Q5VSR8|ensembl:ENSP00000370517.4|intact:EBI-359022|uniprotkb:Q01813	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:pfkap_human(display_short)|psi-mi:ATP-dependent 6-phosphofructokinase, platelet type(display_long)|uniprotkb:PFKP(gene name)|uniprotkb:6-phosphofructokinase type C(gene name synonym)|uniprotkb:Phosphofructo-1-kinase isozyme C(gene name synonym)|uniprotkb:Phosphohexokinase(gene name synonym)|uniprotkb:PFKF(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q15165	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:O15114|uniprotkb:B4DJD5|uniprotkb:Q5FBX7|uniprotkb:O15115|uniprotkb:B2RCP9|uniprotkb:Q86YL0|uniprotkb:O75856|uniprotkb:A4D1H7|intact:EBI-10966394|ensembl:ENSP00000222572.3|ensembl:ENSP00000488838.1|intact:EBI-3909798|uniprotkb:Q15165	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:pon2_human(display_short)|psi-mi:Serum paraoxonase/arylesterase 2(display_long)|uniprotkb:PON2(gene name)|uniprotkb:Serum aryldialkylphosphatase 2(gene name synonym)|uniprotkb:Aromatic esterase 2(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q15262	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:Q14763|uniprotkb:Q5TG10|uniprotkb:Q5TG11|ensembl:ENSP00000357198.3|ensembl:ENSP00000486442.1|uniprotkb:B2RTQ8|uniprotkb:B7ZMG0|intact:EBI-474052|uniprotkb:Q15262	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:ptprk_human(display_short)|psi-mi:Receptor-type tyrosine-protein phosphatase kappa(display_long)|uniprotkb:PTPRK(gene name)|uniprotkb:PTPK(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q92692	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:A8K5L5|uniprotkb:O75455|uniprotkb:Q96J29|uniprotkb:Q6IBI6|ensembl:ENSP00000252483.4|intact:EBI-718419|uniprotkb:Q92692	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:nect2_human(display_short)|psi-mi:Nectin-2(display_long)|uniprotkb:NECTIN2(gene name)|uniprotkb:Poliovirus receptor-related protein 2(gene name synonym)|uniprotkb:PVRL2(gene name synonym)|uniprotkb:PRR2(gene name synonym)|uniprotkb:Nectin cell adhesion molecule 2(gene name synonym)|uniprotkb:Herpes virus entry mediator B(gene name synonym)|uniprotkb:HVEB(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q96BI1	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:O14906|uniprotkb:O43562|uniprotkb:O60485|uniprotkb:O60680|uniprotkb:Q7LDS5|uniprotkb:Q7LGF7|ensembl:ENSP00000307859.2|ensembl:ENSP00000369948.1|ensembl:ENSP00000497561.1|intact:EBI-11721845|uniprotkb:Q96BI1	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:s67a1_human(display_short)|psi-mi:Solute carrier family 67 member A1(display_long)|uniprotkb:SLC67A1(gene name)|uniprotkb:p45-Beckwith-Wiedemann region 1 A(gene name synonym)|uniprotkb:Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein(gene name synonym)|uniprotkb:Tumor-suppressing STF cDNA 5 protein(gene name synonym)|uniprotkb:TSSC5(gene name synonym)|uniprotkb:Solute carrier family 22 member 18(gene name synonym)|uniprotkb:Solute carrier family 22 member 1-like(gene name synonym)|uniprotkb:SLC22A1L(gene name synonym)|uniprotkb:SLC22A18(gene name synonym)|uniprotkb:Organic cation transporter-like protein 2(gene name synonym)|uniprotkb:ORCTL2(gene name synonym)|uniprotkb:Imprinted multi-membrane-spanning polyspecific transporter-related protein 1(gene name synonym)|uniprotkb:ITM(gene name synonym)|uniprotkb:IMPT1(gene name synonym)|uniprotkb:HET(gene name synonym)|uniprotkb:Efflux transporter-like protein(gene name synonym)|uniprotkb:Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein(gene name synonym)|uniprotkb:BWSCR1A(gene name synonym)|uniprotkb:BWR1A(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:P09486	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:Q6IBK4|uniprotkb:D3DQH9|ensembl:ENSP00000231061.4|intact:EBI-2800983|uniprotkb:P09486	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:sprc_human(display_short)|psi-mi:SPARC(display_long)|uniprotkb:SPARC(gene name)|uniprotkb:Secreted protein acidic and rich in cysteine(gene name synonym)|uniprotkb:Osteonectin(gene name synonym)|uniprotkb:Basement-membrane protein 40(gene name synonym)|uniprotkb:ON(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q9HC07	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:Q9BTN9|uniprotkb:A8K3P8|uniprotkb:Q9NZ34|uniprotkb:B4DHW1|ensembl:ENSP00000370736.5|intact:EBI-3920600|uniprotkb:Q9HC07	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:tm165_human(display_short)|psi-mi:Putative divalent cation/proton antiporter TMEM165(display_long)|uniprotkb:TMEM165(gene name)|uniprotkb:Transmembrane protein 165(gene name synonym)|uniprotkb:Transmembrane protein TPARL(gene name synonym)|uniprotkb:Transmembrane protein PT27(gene name synonym)|uniprotkb:TPARL(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q96JJ7	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	intact:EBI-28973673|uniprotkb:B3KV75|uniprotkb:Q52LT7|uniprotkb:Q8N5J0|uniprotkb:Q9NWJ9|ensembl:ENSP00000299608.2|intact:EBI-2514069|uniprotkb:Q96JJ7	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:tmx3_human(display_short)|psi-mi:Protein disulfide-isomerase TMX3(display_long)|uniprotkb:TMX3(gene name)|uniprotkb:Thioredoxin domain-containing protein 10(gene name synonym)|uniprotkb:Thioredoxin-related transmembrane protein 3(gene name synonym)|uniprotkb:TXNDC10(gene name synonym)|uniprotkb:KIAA1830(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:Q14393	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	uniprotkb:Q7Z7N3|uniprotkb:Q6IMN1|uniprotkb:B3KVL4|uniprotkb:B3KRQ7|uniprotkb:E9PBL7|ensembl:ENSP00000331831.6|intact:EBI-2802811|uniprotkb:Q14393	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:gas6_human(display_short)|psi-mi:Growth arrest-specific protein 6(display_long)|uniprotkb:GAS6(gene name)|uniprotkb:AXL receptor tyrosine kinase ligand(gene name synonym)|uniprotkb:AXLLG(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:Q27J81	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	uniprotkb:Q6PK22|uniprotkb:Q86TR7|uniprotkb:Q9H6N1|uniprotkb:Q9BRM1|uniprotkb:Q27J83|uniprotkb:Q69YL8|uniprotkb:Q6P1X7|intact:EBI-28987364|ensembl:ENSP00000376410.4|intact:EBI-2557882|uniprotkb:Q27J81	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:inf2_human(display_short)|psi-mi:Inverted formin-2(display_long)|uniprotkb:INF2(gene name)|uniprotkb:HBEBP2-binding protein C(gene name synonym)|uniprotkb:C14orf173(gene name synonym)|uniprotkb:C14orf151(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:Q63ZY3	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	uniprotkb:Q9H8S4|uniprotkb:Q6GUF5|uniprotkb:Q9NUP0|uniprotkb:Q3KQZ3|uniprotkb:B0I1P4|uniprotkb:Q9P210|ensembl:ENSP00000465650.1|intact:EBI-2556193|uniprotkb:Q63ZY3	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:kank2_human(display_short)|psi-mi:KN motif and ankyrin repeat domain-containing protein 2(display_long)|uniprotkb:KANK2(gene name)|uniprotkb:Matrix-remodeling-associated protein 3(gene name synonym)|uniprotkb:SRC-1-interacting protein(gene name synonym)|uniprotkb:Ankyrin repeat domain-containing protein 25(gene name synonym)|uniprotkb:SIP(gene name synonym)|uniprotkb:MXRA3(gene name synonym)|uniprotkb:KIAA1518(gene name synonym)|uniprotkb:ANKRD25(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:Q9Y5V3	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	uniprotkb:Q5VSH6|uniprotkb:Q8IZ84|uniprotkb:Q8WY92|uniprotkb:Q9H352|uniprotkb:Q9HBT4|uniprotkb:Q9UF36|ensembl:ENSP00000325333.8|ensembl:ENSP00000364874.1|ensembl:ENSP00000364927.3|intact:EBI-716006|uniprotkb:Q9Y5V3	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:magd1_human(display_short)|psi-mi:Melanoma-associated antigen D1(display_long)|uniprotkb:MAGED1(gene name)|uniprotkb:PP2250(orf name)|uniprotkb:PRO2292(orf name)|uniprotkb:NRAGE(gene name synonym)|uniprotkb:MAGE tumor antigen CCF(gene name synonym)|uniprotkb:Neurotrophin receptor-interacting MAGE homolog(gene name synonym)|uniprotkb:MAGE-D1 antigen(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:P13489	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	uniprotkb:Q8IZK8|uniprotkb:Q96FD7|uniprotkb:Q9BQ80|uniprotkb:Q9UDK6|ensembl:ENSP00000346402.2|ensembl:ENSP00000348515.5|ensembl:ENSP00000380729.3|ensembl:ENSP00000380738.1|ensembl:ENSP00000380739.2|ensembl:ENSP00000416589.2|ensembl:ENSP00000433999.1|ensembl:ENSP00000435594.1|ensembl:ENSP00000478664.1|ensembl:ENSP00000479004.1|ensembl:ENSP00000479966.1|ensembl:ENSP00000480036.1|ensembl:ENSP00000484572.1|ensembl:ENSP00000487753.1|ensembl:ENSP00000487940.1|ensembl:ENSP00000488734.1|intact:EBI-1237106|uniprotkb:P13489	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:rini_human(display_short)|psi-mi:Ribonuclease inhibitor(display_long)|uniprotkb:RNH1(gene name)|uniprotkb:Placental ribonuclease inhibitor(gene name synonym)|uniprotkb:Ribonuclease/angiogenin inhibitor 1(gene name synonym)|uniprotkb:RNH(gene name synonym)|uniprotkb:PRI(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03225	uniprotkb:Q27J81	uniprotkb:Q777C4|intact:EBI-2621153|uniprotkb:P03225	uniprotkb:Q6PK22|uniprotkb:Q86TR7|uniprotkb:Q9H6N1|uniprotkb:Q9BRM1|uniprotkb:Q27J83|uniprotkb:Q69YL8|uniprotkb:Q6P1X7|intact:EBI-28987364|ensembl:ENSP00000376410.4|intact:EBI-2557882|uniprotkb:Q27J81	psi-mi:bdlf2_ebvb9(display_short)|psi-mi:Protein BDLF2(display_long)|uniprotkb:BDLF2(orf name)	psi-mi:inf2_human(display_short)|psi-mi:Inverted formin-2(display_long)|uniprotkb:INF2(gene name)|uniprotkb:HBEBP2-binding protein C(gene name synonym)|uniprotkb:C14orf173(gene name synonym)|uniprotkb:C14orf151(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722220|psi-mi:"MI:0471"|imex:IM-25307-569	intact-miscore:0.35
